kata_tolaki,arti_indonesia,kalimat_tolaki,kalimat_indonesia
"herai, humarei",dikupas,lakonoto pt pu'i ano'amba -,lalu dipetil kemudian di kupas
humia,mengajak,i bio - iro lako roto mbelaho morabu o pae,Bi mengajak mereka pergi mencabu padi
hiaka,ayo,- saru aupe'eka i keni laha'anggu,"ayo, kamu naik saja disini"
hine,ipar perempuan,nggo lako tumotambei - nggu,saya akan pergi menjemput iparku
hiro,mereka,ro onggota megaga hae i - keno laa tine eni ako,mereka akan berkelahi kalau dinasihati
mehitunggee,menghempaskan,iamo - ana dalo neino,jangan hempaskan anak ini
mehitunggee,"mengusap, membersihkan",i lakono to i mawaha bubu mbule - i woi matano ano te'eni,kemudian Mawaha Bubu pulang tak berkata-kata membersihkan air matanya
mehiwi-hiwi,berbaris,- ro mbelako menggikiyii o hada,mereka berbaris-baris pergi melihat-lihat monyet
hiwi-hiwi,"mehiwi-hiwi berdekatan, berdempetan",- ro mbendo'otoro,mereka duduk berdekatan
hoalu,delapan,nohoalu o wingi ano - oleo,jadinya delapan malam delapan hari
humodo-hodoikee,mencoba-coba pasang,i bio - babuno,Bio mencoba-coba pasang bajunya
"hohoruru, humohoruru",merintih,mba-,
humolungai,mengikat,ie - pademu,dia mengikat hulu parangmu
homa,hutan,i tomba - lahano mohai,tempat kebakaran di tepi hutan
"hona-hona, mehona-hona",bersandar,no laa - no mokonga ngono,sedang dia bersandar karena lelah
lhori,dekat,i - nggu,"di dekatku; horikee dekatkan; - ine api, dekatkan di api"
horopii,beri lantai,- laikamu. ronga suumee,beri lantai rumahmu dengan semen
hinoto,dipotong,mbakoe o ronda ano - mengapa orang ronda dipotong?,
"howui, anohdwui'ike dia",timbuni,tudu oleo - pu'uno,tiap hari dia timbuni pohonnya J
"huda, mehuda",membuka,no laa babuno i une rani,sementara dia membuka baju di dalam kamar
pehuda,membuka pakaian,sa'inauno'ikaa i asiwoi ano - seketika dia tiba di air,dia membuka pakaian
humudai,membuka,arino - soaluarano lakonoto tewuta,setelah membuka celananya lalu dia pergi membuang air besar
hudoo,ketulangan,no ponggaa o wete sano -,"dia makan ikan, lalu ketulangan"
"huhua, humuhua",menangis,sabutuno no dunggu no laika - anano,sete-
"hulele, mehulelenggu",membelalakkan,iee - matano saba no oru manggaa,ia membelalakkan mata lebar-lebar karena cuaca mendung
tehulele,terbelalak,matano kolele nggira'o - noonggo mondanu,mata binatang itu terbelalak ketika hendak menanduk
"humori, humorikee mengumpulkan",tenaga untuk melahirkan,laa no - anano i kotolu,dia sedang mengumpulkan tenaga untuk melahirkan anaknya yang ketiga
"huna, humuna",mengangguk,laaeto mbebitara laaeto -,dia sedang berbicara sambil mengangguk
"hungga, mohunggai","membuka, - burua, membuka pati, humunggaii bukakan",leuno laulaunggu ene - dia datang,saya terus bukakan pintu
"hunu, tehunu",terbakar,aso laika -,sebuah rumah terbakar
huu,no bidang,- nggiroo oono -,kubus itu mempunyai enam bidang
li,di,- wowa lahaaro mo'ia,tempat tinggal mereka di muara
lia,bunyi,mosa - no,tidak baik bunyinya
anopeia,seraya berbunyi,pelaawakonoto ane tumako i mumunggaluku -,"terbanglah ke atas, hinggap di puncak pohon kelapa seraya berbunyi"
iahu,bambu tempat mengambil air,iso-iso poaloamami iwoi ine -,dahulu kala kami mengambil air di bambu (perian)
ia,"inoto di danau, di rawa, di empang",- dadio o wate,di rawa banyak ikan
iamo,jangan,ma teaso wuku - noino,biar satu biji jangan ada yang tercecer
ie,ya,no umooke'ekee tamono laulauno te -,dia panggil namanya langsung menyahut ya
iee,dia,- luale inuanggi,dia gadis pingitan
ieito,adalah,ihiro - banggonano,mereka adalah temannya
ieki,betulkan,leu hiroto -,mereka sudah datang membetulkan
iepo,baru,fembu'ito no lako - no onggo leu,"selama dia pergi, baru dia akan datang"
iepoka,baru saja,- no lako,baru saja dia pergi
ihawi,kemarin,i ali - monggaa kinaa,kemarin Ali makan nasi
ihi,isi,dadio - no nggiro'o wanggolo,ubi kayu itu banyak isinya
pe'ihi,berisi,akinohori - niino lasuna,bawang ini belum berisi
pe'i-pe'ihi,yang berisi,mbera aleito,semua yang berisi ambillah!
ihiro,mereka,- laa monggaa,mereka sedang makan
ihiro,doworo beliau,- nggo mebinda mbeleesu,beliau akan berangkat lebih dahulu
"iia, umi'ia",menangis,mbakoe au,
ikaa,juga,aku - umaloko,saya juga akan mengambil engkau
ikaa,hanya,o ruo - anano,hanya dua anaknya
"ikaa, arinoikaa sesudah",selesai,saa - sumaru'ikehero inipino,sesudah selesai mereka ceritakan mimpinya
ikiro,di situ,inge - motidu,siapa yang bertinju di situ?
ikitu,di situ,- poimno tepopowula,"(di situ tinggalnya berbulan-bulan), dia tinggal di situ berbulanbulan"
ila,hilang,- ito sarunggano,sudah hilang topengnya
"ilaro, anailarono anak",bayinya,nggiro'o i hindiano -,isi perutnya itu anak bayinya
"ilo, meilo",jauh,kambo tarinate dahu,kampung Ternate jauh sekali
imbe,di mana,- lghamu,di mana engkau berada
ina,ibu,- nggu mate ito,ibuku telah meninggal
inaku,saya,- to ari-ari teeninggo,sayalah yang pernah katakan kepada kamu
inana,anyam,laeto mo'ia ano opunggo - no,dia tinggal habilah annyamannya
inanggae,ibu jari,- no kamba,ibu jarinya bengkak
inariako,bengkalai,indio taata hori ari tamono -,pekerjaan yang belum selesai dinamai bengkalai
ina'u,turun,lakanoto i batulu dumoa'i laa'i kaa salanggoano,kemudian batulu turun menghitungnya tapi masih salah hitung
"inau, anoinau supaya",ke sana,- pe' ula i pu'u-ndawano uewai,"supaya ke sana, naik di daun pohon rotan kecil"
ai,inau kamu ke sana,- mbendawunggee i kua i tundu mbara'atono i batulu,engkau ke sana mengumpulkannya di cucuran atap Batulu
inda,utang,ro leu onggo mowada,
anopoindikehero,dan mereka pegangkan,anopomamaki - supaya dia mengunyah dan mereka pegangkan,
"indio, mbeindio bekerja",(mereka),dadio toono etai lako -,banyak orang mengetahui mereka pergi bekerja
meindio,bekerja,lumuako - sanggario mokele,semua bekerja kecuali raja
indo,sayang,ana rumbuino no - dahu,dia sayang sekali anak bungsunya
ingoni,tadi,i bio merehu-rehu i keni,Bio duduk tadi di sini
ingonika,baru tadi,- no amba motasu,baru tadi dia akan meninggal
inggami,kami,- lako meronga-ronga,kami pergi bersama-sama
inggito,kita,- nilanggu karana to pomboponini,kita dipukul karena
ine,yang,meonenaano - ineheno nimeamboako,bahwasanya yang didiinginkannya ialah kebaikan bersama
ineawi,"tuak, nira",- inolino i ina,tuak dibeli ibu
ineheno,idaman,luale momahe langgai,gadis cantik idamana lakilaki
ino,"(""niino) ini",te'embekee - ano mossa,kauapakan ini sehingga rusak?
inono,ini,- kadera keto telotu kareno,kursi ini akan patah kakinya
poinua,tempat minum,leu ito wawei ike tonde nggo - no,dia datang membawa gelas tempat minumnya
"inuanggi, ainuanggino di",kamar pingitannya,anopewiso irapino i -,dia masuk di kamar pingitannya
"io, mio",jernih,- mena i woino ahua nggineke,air sumurku jernih sekali
iolo-oloho,nama kampung,kambo morome dahu,kampung Olo-oloho subur sekali
"isa, mo'isa",menetes,woi matano -,air matanya menetes
isi,lagi,iee laaipo ehe -,ia masih mau lagi
isiipo,lagi,tuhani - teesi,tambah lagi sedikit
isilamu,Islan,banggonanggu dadio -,temanku banyak yang Islam
poiso,tidur,o pitu to o wingi no taa - sudah tujuh malam dia tidak tidur,
teko'isono,begitu dia tertidur,mbolasuro banggonano,begitu dia tertidur temannya lari
moiso-iso,tidur-tidur,i bio - i laikano,Bio tidur-tidur di rumahnya
isue,alat penyedok sayur,lako alei - memeambo,pergi ambil penyedok sayur yang bagus
"ita, meita",tinggi,- ako nggiro'o o'osu,tinggi sekali gunung itu
ito,"sudah, telah",laa - i laikano togono nggirogo,orang itu sudah
itokaa,sudah,- posue auki mobunggo,sudah kamu menjahit nanti kamu bungkuk
itoo,juga,- nggu etai mewanggu,saya ikut juga memukul
"iuhu, anaiuhuno anak",bungsunya,meohaki mbenao meohawa'i -,sakit hatinya mengingat anak bungsungnya
iwaano,wajar,maa inae po keno konite -,"ya, siapa lagi kalau tiada yang wajar"
iwoi,air,- laatelalo ari tudu o usa,air sedang banjir (karena) habis turun hujan; aiwoi di air; meruku i - berjalan di air
iwono,dia,- tano ari mebano,dia belum mandi
"yaa, monggaa","memakan, makan",i ali ihawi - kinaa ikeni,Ali makan nasi kemarin di sini
kumaa'i,dimakan,no alei kumilitii ano - ia ambil,"dikulitinya lalu dimakannya; aiponggaa supaya makan, - kinaa mesiu, supaya makan-makanan harum"
anoponggaa,dia makan,anoale humunggui'i -,dia ambil lalu dibukanya dan dia makan
anoponggaa,lalau dia makan,- sabutuno tekihori motu'o oleo,"lalu dia makan, tepat rembang matahari"
a,kaaka kakak,- no leu ari i wonua,"kakaknya datang dari kampung kaasi kasihan, - inano, kasihan ibunya kabi pancing, - nggu, pancingku"
mekabi,memancing,no lako - sinuano koonia,"dia pergi memancing, tidak ada yang didapatinya"
kadu-kadu,"cukup-cukup, cukup lama",- ito kusabara meteo'olu,sudah cukup lama saya sabar menunggu
anokadu,supaya cukup,- o pitu Oo wingi,supaya cukup tujuh malam
aukaduakoki,supaya cukup,autitiri'iki kinaamu - i tolu o wula,
kaduro,pundi-pundi sirih pinangnya,anopeanikee - dia tarik pundi-pundi sirih pinangnya,
kadue,anoa,owose ipo - anoamba ohada,lebih besar anoa daripada kera
"kahe, anopekahengge dia",mendorong,- mune,dia mendorong ke sana
kalabaria,parang besar,umbe - nggu,di mana parang besarku?
kalasi,kelas,eha-ehano no peeka -,dia senang naik kelas
kale-kale,gelang,- no ari ne salaka,gelangnya terbuat dari perak
"kalendo, mekalondo",mengapung,banggano -,perahunya mengapung '
"kaleno, tekalenokaa begitu",berhamburan,- onggaa arombelako,begitu siang mereka langsung pergi
monggali,melempar,i ali - pinisi,Ali melempar langsat
"kalu, mokalu",keriting,wuuno -,rambutnya keriting
kamba,bengkak,kaeno -,"tangannya bengkak, mekambai membengkak, - wakano, membengkak lukanya"
kombisi,pipi,no kukutiikee - no ri bueno,dia mencubit pipi cucunya
kambo,kampung,ibawi no leu i -,dia datang di kampung kemarin
kambo-kambo,kamppung-kampung,i - dadio laa nggaluku,banyak batang kelapa di kampungkampung
"kambo, pakambo",penduduk,o pitu - mesida leu ine tekonggoa,tujuh penduduk rajin datang di pesta
kambuka,ijuk,- nde newai posikuti,ijuk sering dibuat sapu
kamina,paling,ananggu - telari,anakku paling nakal
"kanda, mokanda-kanda",berdebar-debar,hulenggu -,jantungku berdebar-debar
kandao,sabit,poindikona le'esu nggu,pegang dulu sabitku
"kangga, o kangga",laba-laba,- morako oaso buroto,laba-laba menangkap seekor nyamuk
kangganggalu,kelajengking,manuno mombandu - ingoni mooru-oru,ayamnya mencotok kalajengking tadi pagi
"kapa, o kapa",kapas,kawu-kawu tonga - nopupui i ali,kapuk dan kapas dipetik Ali
"kapa, mokapa",tebal,- ako badamu,tebal sekali bedakmu
kapaea,pepaya,- nggiro'o o wose,pepaya itu besar
kapala,kapal,- lumaa i laandoe,kapal terbang di angkasa
"kapu, o kapu",beringin,puu nggapu nggiro'o meito,pohon beringin itu tinggi
"kaputi, ponggaputi",pengikat,te uoli ito - no,sudah terlepas pengikatnya
karada,tombak,lau-lauroto umalei no,mereka terus mengambil tombaknya
karambau,kerbau,nggiro'o - nggu,kerbau saya itu
karana,karena,inaku ni langgu - ku pomboponini,saya dipukul ka-
kare,kaki,anopetuha lako umului - no i lomba,turun pergi menurunkan kakinya di lubang
kasai,tombak bermata tiga,ku kalikee,saya lempar dengan tombak bermata tiga
"kaso, monggaso",tajam,umbe ta'awu - nggu,di mana parang panjangku yang tajam?
kawasa,kaya,amano mberanoto -,ayahnya sangat kaya
kawi,kawin,haino ariito -,adiknya
"eaba, mokea-keaba berbau",frambusia,no amba peeks nggiro'o no -,| yang baru naik itu berbau frambusia
eakea,burung kakatua,ronga kuluri nopiarai ipue,burung kakak tua dan burung nuri dipelihara nenek
eano,berahi,nokivi luale nggiro'o lau-launo loso - iune mbenaono,| melihat gadis itu timbullah berahi dalam hatinya
ei,kalau,- taa ku wanggu komiu,"kalau kamu biarkan saya, nanti kupukul tuan"
kei,terhadap,o hapo sinalakinggu - nggomiu,apa kesalahanku terhadap kalian?; |
kei,"sama, pada",- iee iahaano numa'i,pada dia tempatnya menyimpan
ela,labu,lau-launo mondaliako ninahu,langsung dia mengatur labu yang dimasak
kelano,labunya,humbee-humbee mberano nolumele - sampai di mana menjalar labunya?,
eni,di sini,i ali ihawi monggaa kinaa i -,kemarin Ali makan nasi di sini
keno,bila,- laa tewaweamu leumbokaa i laika nggu,bila ada kesempatan datang-datanglah ke ru-
kenotaa,tanpa,- inaku ivee kiol no ehe lako,tanpa saya ia tida mau pergi
"keo, o keo",bekicot,dadio sewtu - i kambo nggiro'o,banyak s kali bekicot di kampung itu
kepo,seandainya,- inaku umal aku te'eni,"saya katakan, seanda nya saya yang ambil"
kepoie,apalagi,- nggiro'o nomot hato keto gumau-gau sawatu'uc dia akan membohongi betul-betu apalagi itu sudah masak,
"kerasi, arimekerasi dia",menggigit,i po ano me'ambo penaono keno inelairo nokole,nanti hatinya s nang apabila dia menggigit lenga raja
kete-kete,cerewet,ponduno i ma ri -,mulut Masri cerewet
keto,akan,inono kadera - teloi ito kareno,kursi ini sudah aka patah kakinya
ki,kami,inggami nilanggu,"karana pomboponini, kami dipukul k rena mencuri"
ponggii,penglihat,no - o ruo tolu puu nggasu i wiwi aalaa,dia melihat dua tiga pohon kayu di tepi sungai
"ilaa, akukulaa nanti-nanti",saya,aku gua-guako,nanti-nanti saya bohongi engkau
inaa,nasi,i ali ihawi monggaa - ikeni,Ali makan nasi kemarin di sini
anopongginaamotahakee,membuatkan bekal,tumena'i walino - disuruhnya istrinya membuatkan bekal,
mekinaa,motaha berbekal,jee lako i bantimuru ia berbekal pergi ke Bantimurung,
mbera,kinaa motaha perbekalan,- (kinaa motahano) ana dalo nggiro'o kadui sanggano,perbekalan anak itu cukup lengkap
"inaputi, anokinaputi lalu",diikat,i pewisoto ona i'une bakilandakaano -,"masuklah engkau ke dalam keranjang besar, lalu diikat mulut keranjang itu"
kire,kening,- ronga wulu mata ana dalo nggiro'o meambo,keni dan alis anak itu baik
kita,sana,inge i -,siapa di san
"koa, koa-koano",pas-pasan,- bepa no teoaso,pas-pasan kuenya sa
